Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
sct_75226009_6_age,erker_v15ib,,text,6.5.4.6A - 6. betroffenes Kind,,Bitte Alter des Kindes bei Einschluss im NARSE angeben.,number,0,150,,"[sct_75226009_5_age] <> """"",,,,,,"Variable:
SCT: 75226009 | Natural child (person) | : 370134009 | Time aspect (attribute) | = 397669002 | Age (qualifier value) |, 410680006 | Number (attribute) | = 262261009 | Roman numeral VI (qualifier value) |"
sct_75226009_6_gender,erker_v15ib,,dropdown,6.5.4.6B - 6. betroffenes Kind,"sct_248152002, Weiblich | sct_248153007, Männlich | sct_184115007, Unbestimmt | sct_33791000087105, Divers | sct_1220561009, nicht erfasst",,,,,,"[sct_75226009_5_age] <> """"",,,,,,"Variable:
SCT: 75226009 | Natural child (person) | : 370134009 : 704321009 | Characterizes (attribute) | = 
263495000 | Gender (observable entity) |, 410680006 | Number (attribute) | = 262261009 | Roman numeral VI (qualifier value) |
Choices:
SCT: 248152002 | Female (finding) |
SCT: 248153007 | Male (finding) |
SCT: 184115007 | Patient sex unknown (finding) |
SCT: 33791000087105 | Identifies as nonbinary gender (finding) |
SCT: 1220561009 | Not recorded (qualifier value) |"
sct_75226009_7_age,erker_v15ib,,text,6.5.4.7A - 7. betroffenes Kind,,Bitte Alter des Kindes bei Einschluss im NARSE angeben.,number,0,150,,"[sct_75226009_6_age] <> """"",,,,,,"Variable:
SCT: 75226009 | Natural child (person) | : 370134009 | Time aspect (attribute) | = 397669002 | Age (qualifier value) |, 410680006 | Number (attribute) | = 262269006 | Roman numeral VII (qualifier value) |"
sct_75226009_7_gender,erker_v15ib,,dropdown,6.5.4.7B - 7. betroffenes Kind,"sct_248152002, Weiblich | sct_248153007, Männlich | sct_184115007, Unbestimmt | sct_33791000087105, Divers | sct_1220561009, nicht erfasst",,,,,,"[sct_75226009_6_age] <> """"",,,,,,"Variable:
SCT: 75226009 | Natural child (person) | : 370134009 : 704321009 | Characterizes (attribute) | = 
263495000 | Gender (observable entity) |, 410680006 | Number (attribute) | = 262269006 | Roman numeral VII (qualifier value) |
Choices:
SCT: 248152002 | Female (finding) |
SCT: 248153007 | Male (finding) |
SCT: 184115007 | Patient sex unknown (finding) |
SCT: 33791000087105 | Identifies as nonbinary gender (finding) |
SCT: 1220561009 | Not recorded (qualifier value) |"
sct_75226009_8_age,erker_v15ib,,text,6.5.4.8A - 8. betroffenes Kind,,Bitte Alter des Kindes bei Einschluss im NARSE angeben.,number,0,150,,"[sct_75226009_7_age] <> """"",,,,,,"Variable:
SCT: 75226009 | Natural child (person) | : 370134009 | Time aspect (attribute) | = 397669002 | Age (qualifier value) |, 410680006 | Number (attribute) | = 262270007 | Roman numeral VIII (qualifier value) |"
sct_75226009_8_gender,erker_v15ib,,dropdown,6.5.4.8B - 8. betroffenes Kind,"sct_248152002, Weiblich | sct_248153007, Männlich | sct_184115007, Unbestimmt | sct_33791000087105, Divers | sct_1220561009, nicht erfasst",,,,,,"[sct_75226009_7_age] <> """"",,,,,,"Variable:
SCT: 75226009 | Natural child (person) | : 370134009 : 704321009 | Characterizes (attribute) | = 
263495000 | Gender (observable entity) |, 410680006 | Number (attribute) | = 262270007 | Roman numeral VIII (qualifier value) |
Choices:
SCT: 248152002 | Female (finding) |
SCT: 248153007 | Male (finding) |
SCT: 184115007 | Patient sex unknown (finding) |
SCT: 33791000087105 | Identifies as nonbinary gender (finding) |
SCT: 1220561009 | Not recorded (qualifier value) |"
sct_75226009_9_age,erker_v15ib,,text,6.5.4.9A - 9. betroffenes Kind,,Bitte Alter des Kindes bei Einschluss im NARSE angeben.,number,0,150,,"[sct_75226009_8_age] <> """"",,,,,,"Variable:
SCT: 75226009 | Natural child (person) | : 370134009 | Time aspect (attribute) | = 397669002 | Age (qualifier value) |, 410680006 | Number (attribute) | = ( 257469003 | Roman numeral I (qualifier value) | + 422045004 | Roman numeral X (qualifier value) | )"
sct_75226009_9_gender,erker_v15ib,,dropdown,6.5.4.9B - 9. betroffenes Kind,"sct_248152002, Weiblich | sct_248153007, Männlich | sct_184115007, Unbestimmt | sct_33791000087105, Divers | sct_1220561009, nicht erfasst",,,,,,"[sct_75226009_8_age] <> """"",,,,,,"Variable:
SCT: 75226009 | Natural child (person) | : 370134009 : 704321009 | Characterizes (attribute) | = 
263495000 | Gender (observable entity) |, 410680006 | Number (attribute) | = ( 257469003 | Roman numeral I (qualifier value) | + 422045004 | Roman numeral X (qualifier value) | )
Choices:
SCT: 248152002 | Female (finding) |
SCT: 248153007 | Male (finding) |
SCT: 184115007 | Patient sex unknown (finding) |
SCT: 33791000087105 | Identifies as nonbinary gender (finding) |
SCT: 1220561009 | Not recorded (qualifier value) |"
sct_75226009_10_age,erker_v15ib,,text,6.5.4.10A - 10. betroffenes Kind,,Bitte Alter des Kindes bei Einschluss im NARSE angeben.,number,0,150,,"[sct_75226009_9_age] <> """"",,,,,,"Variable:
SCT: 75226009 | Natural child (person) | : 370134009 | Time aspect (attribute) | = 397669002 | Age (qualifier value) |, 410680006 | Number (attribute) | = 422045004 | Roman numeral X (qualifier value) |"
sct_75226009_10_gender,erker_v15ib,,dropdown,6.5.4.10B - 10. betroffenes Kind,"sct_248152002, Weiblich | sct_248153007, Männlich | sct_184115007, Unbestimmt | sct_33791000087105, Divers | sct_1220561009, nicht erfasst",,,,,,"[sct_75226009_9_age] <> """"",,,,,,"Variable:
SCT: 75226009 | Natural child (person) | : 370134009 : 704321009 | Characterizes (attribute) | = 
263495000 | Gender (observable entity) |, 410680006 | Number (attribute) | = 422045004 | Roman numeral X (qualifier value) |
Choices:
SCT: 248152002 | Female (finding) |
SCT: 248153007 | Male (finding) |
SCT: 184115007 | Patient sex unknown (finding) |
SCT: 33791000087105 | Identifies as nonbinary gender (finding) |
SCT: 1220561009 | Not recorded (qualifier value) |"
sct_309370004_research,erker_v15ib,7. Einwilligung Daten,dropdown,7.1 Zustimmung zur Kontaktaufnahme zu Forschungszwecken,"sct_373066001, Ja | sct_373067005, Nein | sct_1220561009, nicht erfasst","Einwilligung des*der Patient*in, zu Forschungszwecken kontaktiert zu werden liegt vor",,,,,,,,,,,"Variable:
SCT: 309370004 | Consent status (finding) |
+ ""_forschung"" | zur Kontaktaufnahme zu Forschungszwecken |
Choices:
SCT: 373066001 | Yes (qualifier value) |
SCT: 373067005 | No (qualifier value) |
SCT: 1220561009 | Not recorded (qualifier value) |"
sct_309370004_narse,erker_v15ib,,dropdown,7.2.1 Einwilligung zur Übermittlung nach NARSE (Nationales Register für Seltene Erkrankungen),"sct_373066001, Ja | sct_373067005, Nein | sct_1220561009, nicht erfasst",,,,,,,y,,,,,"Variable:
SCT: 309370004 | Consent status (finding) |
+ ""_narse"" | zur Übermittlung nach NARSE (Nationales Register für Seltene Erkrankungen) |
Choices:
SCT: 373066001 | Yes (qualifier value) |
SCT: 373067005 | No (qualifier value) |
SCT: 1220561009 | Not recorded (qualifier value) |"
sct_441898007_data,erker_v15ib,7.2.2 Varianten der Datennutzung [im NARSE],radio,7.2.2A Einwilligung für Datennutzung ohne Beschränkung liegt vor.,"sct_373066001, Ja | sct_373067005, Nein | sct_1220561009, nicht erfasst",,,,,,,,,,fk_einwilligung,,"Variable:
SCT: 309370004 | Consent status (finding) |
+ ""_data"" | für Datennutzung ohne Beschränkung liegt vor |
Choices:
SCT: 373066001 | Yes (qualifier value) |
SCT: 373067005 | No (qualifier value) |
SCT: 1220561009 | Not recorded (qualifier value) |"
sct_441898007_eu,erker_v15ib,,radio,7.2.2B Einwilligung für internationale Datennutzung (beschränkt auf den EU Raum) liegt vor.,"sct_373066001, Ja | sct_373067005, Nein | sct_1220561009, nicht erfasst",,,,,,,,,,fk_einwilligung,,"Variable:
SCT: 309370004 | Consent status (finding) |
+ ""_eu"" | für internationale Datennutzung (beschränkt auf den EU Raum) liegt vor |
Choices:
SCT: 373066001 | Yes (qualifier value) |
SCT: 373067005 | No (qualifier value) |
SCT: 1220561009 | Not recorded (qualifier value) |"
sct_441898007_int,erker_v15ib,,radio,7.2.2C Einwilligung für internationale Datennutzung (auch in Drittländern außerhalb der EU) liegt vor.,"sct_373066001, Ja | sct_373067005, Nein | sct_1220561009, nicht erfasst",,,,,,,,,,fk_einwilligung,,"Variable:
SCT: 309370004 | Consent status (finding) |
+ ""_int"" | für internationale Datennutzung (auch in Drittländern außerhalb der EU) liegt vor |
Choices:
SCT: 373066001 | Yes (qualifier value) |
SCT: 373067005 | No (qualifier value) |
SCT: 1220561009 | Not recorded (qualifier value) |"
sct_441898007_aff,erker_v15ib,,radio,"7.2.2D Einwilligung des*der Patient*in, für Forschungszwecke oder zwecks Vernetzung mit anderen Betroffenen erneut kontaktiert zu werden liegt vor.","sct_373066001, Ja | sct_373067005, Nein | sct_1220561009, nicht erfasst",,,,,,,,,,fk_einwilligung,,"Variable:
SCT: 309370004 | Consent status (finding) |
+ ""_aff"" | für Forschungszwecke oder zwecks Vernetzung mit anderen Betroffenen erneut kontaktiert zu werden liegt vor |
Choices:
SCT: 373066001 | Yes (qualifier value) |
SCT: 373067005 | No (qualifier value) |
SCT: 1220561009 | Not recorded (qualifier value) |"
sct_441898007_gen,erker_v15ib,,radio,7.2.2E Einwilligung für die Erfassung genetischer Informationen (zum betroffenen Gen und der aufgetretenen Mutation) liegt vor.,"sct_373066001, Ja | sct_373067005, Nein | sct_1220561009, nicht erfasst",,,,,,,,,,fk_einwilligung,,"Variable:
SCT: 309370004 | Consent status (finding) |
+ ""_gen"" | für die Erfassung genetischer Informationen (zum betroffenen Gen und der aufgetretenen Mutation) liegt vor |
Choices:
SCT: 373066001 | Yes (qualifier value) |
SCT: 373067005 | No (qualifier value) |
SCT: 1220561009 | Not recorded (qualifier value) |"
sct_441898007_case,erker_v15ib,,radio,7.2.2F Einwilligung für den Austausch von Informationen mit Ärztinnen/Ärzten anderer Gesundheitseinrichtung zum Zweck der Fallbesprechung (Konsil) liegt vor.,"sct_373066001, Ja | sct_373067005, Nein | sct_1220561009, nicht erfasst",,,,,,,,,,fk_einwilligung,,"Variable:
SCT: 309370004 | Consent status (finding) |
+ ""_case"" | für den Austausch von Informationen mit Ärztinnen/Ärzten anderer Gesundheitseinrichtung zum Zweck der Fallbesprechung (Konsil) liegt vor |
Choices:
SCT: 373066001 | Yes (qualifier value) |
SCT: 373067005 | No (qualifier value) |
SCT: 1220561009 | Not recorded (qualifier value) |"
sct_123038009,erker_v15ib,,dropdown,7.3 Biologische Probe verfügbar?,"sct_373066001, Ja | sct_373067005, Nein | sct_1220561009, nicht erfasst",Biologische Probe des Patienten ist für die Forschung verfügbar?,,,,,,,,,,,"Variable:
SCT: 123038009 | Specimen (specimen)
Choices:
SCT: 373066001 | Yes (qualifier value) |
SCT: 373067005 | No (qualifier value) |
SCT: 1220561009 | Not recorded (qualifier value) |"
sct_840566006,erker_v15ib,,dropdown,7.4 Link zu einer Biobank,"sct_373066001, Ja | sct_373067005, Nein | sct_1220561009, nicht erfasst",Biologische Probe wird in einer Biobank aufbewahrt,,,,,[sct_123038009] = 'sct_373066001',,,,,,"Variable:
SCT: 840566006 | Specimen collection for biobank (procedure) |
Choices:
SCT: 373066001 | Yes (qualifier value) |
SCT: 373067005 | No (qualifier value) |
SCT: 1220561009 | Not recorded (qualifier value) |"
sct_840566006_specific,erker_v15ib,,text,7.4A Welche Biobank,,z.B. von: https://directory.bbmri-eric.eu/#/,,,,,[sct_840566006] = 'sct_373066001',,,,,,"Variable:
SCT: 840566006 | Specimen collection for biobank (procedure) |: 410657003 | Type (attribute) | = 69658003 | Specific (qualifier value) |"
sct_21134002_class,erker_v15ib,8. Behinderung,dropdown,8.1 Einstufung der Funktionsfähigkeit/Behinderung ,"sct_373066001, Ja | sct_373067005, Nein | sct_1220561009, nicht erfasst","Behinderungsprofil des Patienten gemäß der Internationalen Klassifizierung der Funktionsfähigkeit, Behinderung und Gesundheit (ICF)",,,,,,,,,,,"Variable:
SCT: 21134002 | Disability (finding) | : 278201002 | Classification (attribute) | = 103328004 | Availability of (contextual qualifier) (qualifier value) |
Choices:
SCT: 373066001 | Yes (qualifier value) |
SCT: 373067005 | No (qualifier value) |
SCT: 1220561009 | Not recorded (qualifier value) |"
sct_21134002_score,erker_v15ib,,text,8.1A Disability Score,BIOPORTAL:ICF,,,,,,[sct_21134002_class] = 'sct_373066001 ',,,,,,"Variable: 
SCT: 21134002 | Disability (finding) | : 278201002 | Classification (attribute) | = 278061009 | Scores (qualifier value) |"
